Search_Term,Video_URL,Video_Title,Channel_Name,Total_Subscribers,Total_Views,Total_Likes,Total_Dislikes,Total_Comments,Video_Description,Total_times_User_added_to_favorites,Video_Length,Video_Category,Video_Tags,Age_Restrictions,License,Captions_Available,search_term_video_url,domain
Stress management techniques,https://www.youtube.com/watch?v=lrhPTqholcc,Quick Stress Release: Anxiety Reduction Technique: Anxiety Skills #19,Therapy in a Nutshell,unknown,830283,23416,0,2527,"Get the course: How to Help: Peer-to-Peer Support Certification
https://courses.therapyinanutshell.com/practical-psychotherapy-skills?utm_campaign=Dec%2018,%202018&utm_medium=Description&utm_source=YouTube

Stress is the physical aspect of anxiety. It comes with things like increased heart rate, shallow breathing, muscle tension, stomach problems, and headaches. It's uncomfortable, but it can be treated. In this video I teach one specific coping skill that helps actually reduce stress and muscle tension. 

Looking for affordable online therapy? My sponsor, BetterHelp, connects you to a licensed professional from the comfort of your own home. Try it now for 10% off: https://betterhelp.com/therapyinanutshell

Learn more in one of my in-depth mental health courses: https://courses.therapyinanutshell.com/?utm_campaign=12182018&utm_medium=Description&utm_source=YouTubeSupport my mission on Patreon: https://www.patreon.com/therapyinanutshell
Sign up for my newsletter: https://courses.therapyinanutshell.com/free-resources
Check out my favorite self-help books: https://kit.co/TherapyinaNutshell/best-self-help-books
Check out my podcast, Therapy in a Nutshell: https://tinpodcast.podbean.com/

Therapy in a Nutshell, LLC, and the information provided by Emma McAdam are solely intended for informational and entertainment purposes and are not a substitute for advice, diagnosis, or treatment regarding medical or mental health conditions. Although Emma McAdam is a licensed marriage and family therapist, the views expressed on this site or any related content should not be taken for medical or psychiatric advice. Always consult your physician before making any decisions related to your physical or mental health.

About Me:
I’m Emma McAdam. I’m a licensed Marriage and Family Therapist, and I have worked in various settings of change and growth since 2004. My experience includes juvenile corrections, adventure therapy programs, wilderness therapy programs, an eating disorder treatment center, a residential treatment center, and I currently work in an outpatient therapy clinic.  

In therapy I use a combination of Acceptance and Commitment Therapy, Systems Theory, positive psychology, and a bio-psycho-social approach to treating mental illness and other challenges we all face in life. The ideas from my videos are frequently adapted from multiple sources. Many of them come from Acceptance and Commitment Therapy, especially the work of Steven Hayes, Jason Luoma, and Russ Harris. The sections on stress and the mind-body connection derive from the work of Stephen Porges (the Polyvagal theory), Peter Levine (Somatic Experiencing) Francine Shapiro (EMDR), and Bessel Van Der Kolk. I also rely heavily on the work of the Arbinger institute for my overall understanding of our ability to choose our life's direction. 
And deeper than all of that, the Gospel of Jesus Christ orients my personal worldview and sense of security, peace, hope, and love https://www.churchofjesuschrist.org/comeuntochrist/believe

If you are in crisis, please contact the National Suicide Prevention Hotline at https://suicidepreventionlifeline.org/ or 1-800-273-TALK (8255) or your local emergency services.
Copyright Therapy in a Nutshell, LLC
----
Music licensed from www.Bensound.com or Artlist.io
Images from Freepik.com (premium license), Pixabay, or Wikimedia commons",0,00:03:29,Education,"['causes of stress', 'stress management', 'natural stress management', 'stress management techniques', 'Anxiety symptoms', 'Symptoms of anxiety Coping Skills for Anxiety', 'Coping Skills for Depression', 'Coping Skills for Kids', 'Coping Skills for Adults', 'Coping Skills List', 'Coping Mechanisms', 'Anxiety management techniques', 'Treating anxiety', 'Treating anxiety naturally', 'Anxiety disorder treatment', 'emotional intelligence', 'CBT', 'PTSD', 'depression', 'causes of stress and anxiety']",NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=lrhPTqholcc,Emotional exhaustion
Stress management techniques,https://www.youtube.com/watch?v=wXiWaZHhX6s,My antidote for stress | Hidde de Vries | TEDxDelftSalon,TEDx Talks,unknown,71430,1111,0,48,"Hidde de Vries was running a successful communication and public relations company, when he suffered from a burnout. He went on a search for a way to deal with workstress, but was surprised by how little he found that would help. And so, determined to find an effective way to deal with burnouts, went in search of the antidote.

Throughout his career Hidde de Vries has had strong ties to the field of communication and marketing, eventually leading to him starting his own agency. Since then he has started working for Google. He also set up another company, 7 day recharge, which focusses on helping people find balance between their work and private lives.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",0,00:08:28,Nonprofits & Activism,"['TEDxTalks', 'English', 'Netherlands', 'Life', 'Life Development', 'Life Hack', 'Work']",NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=wXiWaZHhX6s,Emotional exhaustion
Stress management techniques,https://www.youtube.com/watch?v=cL5GXQMkjMU,Stress Management - 12 Easy Steps to Resolve Stress (Coping with Stress),Prof. Suresh Bada Math,unknown,15890,387,0,41,"Stress Management is part of Life Skills and everyone should learn these skills to deal with stress. Stress has become one of the most serious public health issues of this century and we are paying price for our civilization. Repetitive long-term exposure to the stress on our body can cause long-lasting psychological and physical health issues. However, learning to manage stress is essential skills to be learned and it is a part of life skills also. Elimination of stress is impossible because stress is part and parcel of our life, hence it is advisable to learn these skills to manage stress",0,00:33:28,People & Blogs,"['Stress', 'Stress Management', 'Stress Handling', 'Stress resolution', 'burnout', 'Tips for handling stress', 'stress during pandemic', 'managing stress during disaster', 'stress management and resolution', 'stress resilience', 'Coping with stress', 'Dealing with stress']",NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=cL5GXQMkjMU,Emotional exhaustion
Stress management techniques,https://www.youtube.com/watch?v=HB1snh5ArVw,13 Stress Management Techniques,Practical Psychology,unknown,39656,1041,0,48,"The first 1000 people get a free trial of Skillshare Premium Membership: https://skl.sh/practicalpsychology11201

Check out my free memory test: https://practicalpie.com/free-memory-test/
Check out  my free personality test: https://practicalpie.com/free-personality-test/
Check out my free IQ test: https://practicalpie.com/free-iq-test/

--- Invest in yourself and support this channel! ---

❤️ Psychology of Attraction: https://practicalpie.com/POA
⏰ Psychology of Productivity: https://practicalpie.com/psychology-of-productivity/
💵 Psychology of Selling: https://practicalpie.com/psychology-of-selling/
🧠My Mastermind (Free $20 your first month): https://practicalpie.com/practical-growth-academy/
💸 Enroll in CopywritingKIT and master persuasive writing today: https://practicalpie.com/copywritingkit/",0,00:11:55,Education,"['stress management techniques', 'stress removal']",NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=HB1snh5ArVw,Emotional exhaustion
Stress management techniques,https://www.youtube.com/watch?v=qq0DBeFdDlM,"Chronic Stress, Anxiety? - You Are Your Best Doctor! | Dr. Bal Pawa | TEDxSFU",TEDx Talks,unknown,880788,21581,0,827,"NOTE FROM TED: Please do not look to this talk for medical advice. This talk only represents the speaker's personal views and understanding of meditation and health. We've flagged this talk because it falls outside the content guidelines TED gives TEDx organizers. TEDx events are independently organized by volunteers. The guidelines we give TEDx organizers are described in more detail here: http://storage.ted.com/tedx/manuals/tedx_content_guidelines.pdf 

Going from physician to patient following an accident on the same day, Dr. Bal Pawa realized the gap in our current medical system: The vital role of the mind-body connection and self-regulation. 
Her story teaches us the importance of taking control of our health and instilling techniques for self-care. One of Canada's leading Integrative physicians and co-founder of the Westcoast Women's Clinic, Dr. Pawa is also an author and speaker. She has been in practice for over 30 years using a unique, combined training as a Pharmacist, Medical Doctor, and Integrative Medicine practitioner which was instrumental in recognizing the need for Holistic Healthcare and disease prevention. Dr. Pawa obtained certification from Harvard Medical School in Mind-Body Medicine and also completed training under the direction of Dr. Deepak Chopra. She has made it her personal mission to empower, educate and inspire people to take charge of their health by cultivating a healthy, proactive mindset and bridging that gap. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",0,00:17:59,Nonprofits & Activism,"['TEDxTalks', 'English', 'Health', 'Body', 'Brain', 'Medicine', 'Meditation', 'Mindfulness']",NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=qq0DBeFdDlM,Emotional exhaustion
Stress management techniques,https://www.youtube.com/watch?v=qVGpKPEPme0,Introduction to Stress Management,aggiementalhealth,12000,192907,1941,0,0,"Part 1 of a 6 part series on Stress Management and Wellness delivered by Dr. LuAnn Helms (Psychologist) of Utah State University's Counseling and Psychological Services, this presentation provides an introduction to stress management.

When watching this workshop video, you will get the most benefit if you act like you are one of the attendees by fully participating in the activities, answering the questions, and even taking notes.",0,00:19:14,Education,"['anxiety', 'stress', 'psychology', 'mental health', 'usu', 'aggies']",NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=qVGpKPEPme0,Emotional exhaustion
Stress management techniques,https://www.youtube.com/watch?v=IHbbMF3ltcs,Stress Relief | How To Relieve Stress | How To Reduce Stress,AbrahamThePharmacist,unknown,178436,4242,0,397,"Stress Relief. This weeks video is on How To Relieve Stress. How To Reduce Stress. Stress Symptoms. How To Reduce Anxiety.

I've received a lot of messages and comments to make a video on stress relief and now it's finally ready. I really hope you find the information in this video helpful always remember you’re awesome!

00:00 Stress Relief
00:14 Stress Symptoms
00:48 How To Relieve Stress (Technique No.1)
02:50 How To Reduce Stress (Technique No.2)
04:33 When To Seek Medical Advice
04:47 Conclusion

WHAT IS STRESS:
Stress is something everyone feels at times, and there are all kinds of stressful situations that can be a part of daily life. Low-level stress can even be helpful or motivational.

There are plenty of things you can do to help cope with stressful events, and simple steps you can take to deal with feelings of stress or burnout.

Stress is the body's reaction to feeling threatened or under pressure. It's very common, can be motivating to help us achieve things in our daily life, and can help us meet the demands of home, work and family life.

But too much stress can affect our mood, our body and our relationships – especially when it feels out of our control. It can make us feel anxious and irritable, and affect our self-esteem.

Experiencing a lot of stress over a long period of time can also lead to a feeling of physical, mental and emotional exhaustion, often called burnout.

Stress can cause many different symptoms. It might affect how you feel physically, mentally and also how you behave.

It's not always easy to recognise when stress is the reason you're feeling or acting differently.

Physical symptoms:
• Headaches or dizziness
• Muscle tension or pain
• Stomach problems
• Chest pain or a faster heartbeat
• Sexual problems

Mental symptoms:
• Difficulty concentrating
• Struggling to make decisions
• Feeling overwhelmed
• Constantly worrying
• Being forgetful

Changes in behaviour:
• Being irritable and snappy
• Sleeping too much or too little
• Eating too much or too little
• Avoiding certain places or people
• Drinking or smoking more

NHS self assessment tool for stress: https://www.nhs.uk/conditions/stress-anxiety-depression/mood-self-assessment/

POSSIBLE CAUSES OF STRESS:
Stress affects people differently, and the things that cause stress vary from person to person.

The level of stress you are comfortable with may be higher or lower than that of other people around you. Stressful feelings typically happen when we feel we do not have the resources to manage the challenges we face.

Pressure at work, school or home, illness, or difficult or sudden life events can all lead to stress.

Some possible causes of stress are:
• Our individual genes, upbringing and experiences
• Difficulties in our personal lives and relationships
• Big or unexpected life changes, like moving house, having a baby or starting to care for someone
• Money difficulties, like debt or struggling to afford daily essentials
• Health issues, either for you or someone close to you
• Pregnancy and children
• Problems with housing, like the conditions, maintenance or tenancy
• A difficult or troubled work environment

WHEN TO SEEK MEDICAL ADVICE:
• You're struggling to cope with stress
• Things you're trying yourself are not helping
• You would prefer to get a referral from a GP

Referring yourself for therapy
If you need more support, you can get free psychological therapies like cognitive behavioural therapy (CBT) on the NHS. You can refer yourself directly to an NHS psychological therapies service (IAPT) without a referral from a GP - https://www.nhs.uk/conditions/cognitive-behavioural-therapy-cbt/

Please seek emergency medical help if,
• You or someone you know needs immediate help
• You have seriously harmed yourself – for example, by taking a drug overdose
A mental health emergency should be taken as seriously as a medical emergency.


Want to see more videos about everything health and pharmacy? Let me know in the comments below. Subscribe for new videos ▶https://www.youtube.com/c/AbrahamThePharmacist

LET'S CONNECT:
http://instagram.com/AbrahamThePharmacist
https://twitter.com/AbrahamThePharm
http://facebook.com/AbrahamThePharmacist
https://www.linkedin.com/in/AbrahamThePharmacist
https://www.AbrahamThePharmacist.com
https://www.youtube.com/c/AbrahamThePharmacist

ABOUT ME:
Prescribing Media Pharmacist | Extreme Optimist | Bringing Science Through New Videos Every Week - Monday 4PM(GMT).

I'm a prescribing media pharmacist who loves science, making videos and helping people. I work in both GP surgeries and community pharmacy.

DISCLAIMER: 
This video is for information only and should not be used for the diagnosis or treatment of medical conditions. Abraham The Pharmacist has used all reasonable care in compiling the information but make no warranty as to its accuracy. Always consult a doctor or other healthcare professional for diagnosis and treatment of medical conditions.",0,00:05:47,Education,"['stress relief', 'how to relieve stress', 'how to reduce stress', 'stress symptoms', 'how to reduce anxiety', 'reduce stress', 'stress relief techniques', 'how to relieve stress and anxiety']",NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=IHbbMF3ltcs,Emotional exhaustion
Stress management techniques,https://www.youtube.com/watch?v=IqpCCnmwNVY,"Stress Management Techniques, Healthy Coping Strategies, Breathing Exercise",SAMHSA,25800,16543,120,0,0,"This Substance Abuse and Mental Health Services (SAMHSA) Disaster Technical Assistance (DTAC) video provides tips for Crisis Counseling Assistance and Training Program (CCP) staff on self-care and boundaries between survivors and CCP staff. It is meant to help staff understand the personal impact of working with disaster survivors. It also covers the importance of practicing self-care and demonstrates a breathing exercise that may help staff reduce stress. To learn more about the CCP, visit the SAMHSA DTAC CCP Toolkit at https://www.samhsa.gov/dtac/ccp-toolkit.",0,00:08:19,Education,"['Stress management', 'breathing exercise', 'Self-care', 'Crisis Counseling Assistance and Training Program', 'CCP', 'SAMHSA', 'DTAC']",NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=IqpCCnmwNVY,Emotional exhaustion
Stress management techniques,https://www.youtube.com/watch?v=3Nf2Pzcketg,Stress Management Tips for Kids and Teens!,Mylemarks,unknown,896940,8299,0,0,"Today, we will be learning all about stress! You'll learn the definition of stress, how it affects you, and FIVE helpful ways of coping!

Royalty free music from https://www.fesliyanstudios.com
- - - - - - - - - - - - - - - - - - - - - -

Stress is something you feel when you either have
- a lot of things going on at once
- an important decision to make
- an unexpected change in your life
- a big event coming up
- or when something really dangerous or terrifying happens to you. 
 
Stress is something that everyone experiences.  Feeling some amount of stress is normal.  When your level of stress gets to be too much, that's when it can turn into a problem.

- - - - - - - - - - - - - - - - - - - - - -

About Mylemarks!

Mylemarks is your destination for engaging and interactive counseling resources designed exclusively for kids and teens.  Our resources include videos (just like this one!), worksheets and handouts, workbooks, and much more!  

Remember to subscribe to our channel to be notified when new social-emotional learning videos come out.  

Make sure to follow us on: 
Pinterest: https://www.pinterest.com/mylemarks

Visit our website to find more stress and anxiety resources:  https://www.mylemarks.com/store/c15/Anxiety_and_Stress_Worksheets.html

FREE DOWNLOADS: https://www.mylemarks.com/store/c36/FREE_DOWNLOADS.html

Children's Books about Anxiety & Worry:
https://www.mylemarks.com/book-recommendations.html",0,00:07:16,Education,[],NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=3Nf2Pzcketg,Emotional exhaustion
Stress management techniques,https://www.youtube.com/watch?v=C0GtbGFQgtU,7 Stress Management Techniques to Get You Back on Track | Lifehack,LifeHack,unknown,52263,664,0,20,"Feeling stressed out and overwhelmed? These 7 stress management techniques will give you the quality of life and the happiness you deserve.

Learn more about how to relieve stress in this article: https://www.lifehack.org/838426/stress-management

For more tips to stay healthy mentally and physically, check out: https://www.lifehack.org/lifestyle/health

=========================================================
Subscribe to Lifehack: https://bit.ly/3DG2vQg

Website: https://www.lifehack.org/​​​​
Instagram: https://www.instagram.com/lifehackorg/
Facebook: https://www.facebook.com/lifehackorg/​​​
Linkedin: https://www.linkedin.com/company/lifehack-org/
Twitter: https://twitter.com/lifehackorg/
Pinterest: https://in.pinterest.com/lifehack/_created/

How To Stop Failing Your Goal And Achieve Success (Actionable Tips) | Lifehack
https://youtu.be/Vp1jN_q4xEI

How to Rebound from Burnout in Just 8 Hours | Lifehack
https://youtu.be/MNnyqQWK_zg

Feeling Super Stressed? Do This Daily Routine Every Day! | Lifehack
https://youtu.be/DuZKlvHQ_Lw

=========================================================

About the Lifehack Show!

We have one simple purpose here, to help you find happiness, growth, and the best life hacks! Our goal is to help personal growth fanatics find the best information to help you on your journey to success and happiness. We don't know about you, but we are a little over generic long lists of unhelpful advice. We want to bring the best of all the seemingly unlimited information out there into one simple and easy format. 

Lifehack is your source for tips and advice on living your best life from experts worldwide. We are widely recognized as one of the premier productivity and lifestyle websites on the web. 

Our channel is dedicated to helping You overcome your limitations in life, no matter who you are or what challenges you face. We realize your time is limited, and our mission is to help you make the very best use of yours and to live the life you've always wanted.

We believe in you.",0,00:08:12,Howto & Style,"['stress management', 'stress relief', 'relax', 'rewind', 'stressful', 'stressful times', 'anxiety', 'stress management techniques', 'how to manage stress', 'how to deal with stress', 'tips to deal with stress', 'tips for managing stress', 'Stress Management Techniques to Get You Back on Track', 'ways to lower stress', 'ways to be reduce stress', '7 stress management techniques', 'stressed out']",NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=C0GtbGFQgtU,Emotional exhaustion
Stress management techniques,https://www.youtube.com/watch?v=zVvE4_-ISUU,Stress Relief Tips - Relieve Stress & Anxiety [4 tips],Expert Academy,unknown,128248,2385,0,147,"How to relieve stress? 
Stress and anxiety are common experiences for most people.
In fact, 70% of adults in the US say they feel stress or anxiety daily.That's a lot!

There are several ways to relieve stress and anxiety. Exercise is one of them. You'll find ways to ease your stress, even if you have just a few minutes. Exercise is one of the most important things you can do to combat and beat stress. 
Of course there are other ways to relieve stress and anxiety.

In this video you will learn a few powerful tips that will help you.

Although stress and anxiety may arise in your workplace and personal life, there are many simple ways to reduce the pressure you feel.

These tips often involve getting your mind away from the source of stress.

Exercise, mindfulness, music and physical intimacy can all work to relieve anxiety — and they will improve your overall work-life balance as well.",0,00:02:53,People & Blogs,"['stress relief', 'ease stress', 'combat stress', 'beat stress', 'how to deal with stress', 'alleviate stress', 'stress tips', 'relieve stress', 'relieve anxiety', 'stress and anxiety', 'reduce stress', 'tips for stress', 'Tips For Dealing With Stress', 'Stress relief tips', 'anxiety management techniques', 'anxiety tips']",NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=zVvE4_-ISUU,Emotional exhaustion
Stress management techniques,https://www.youtube.com/watch?v=75PUjUsGsQQ,A meditation expert shows her stress relief 'tapping' exercise which you can do in 2 minutes,Insider Business,unknown,390001,9445,0,325,"Business Insider spoke to Jody Shield, a meditation guru and author, about techniques to relieve stress.

She explained her ""tapping"" exercise, which she uses to ""tap on the feelings of being overwhelmed and stressed out.""

The exercise consists of a series of tapping movements on various parts of the body to be done while repeating both negative and positive sentences like ""I feel stressed out and overwhelmed"" or ""I choose to relax.""

Jody Shield is the author of ""LifeTonic: A Modern Toolkit to Heal Your Life and Soothe Your Soul"" (http://jodyshield.co.uk/book/). She is also a speaker, a meditation ambassador for Lululemon UK, and an intuitive mentor.

Follow Jody Shield on YouTube channel LifeTonic TV (https://www.youtube.com/channel/UCcYB...) and Instagram page (https://www.instagram.com/jodyshield/).

----------------------------------------­­­­----------

Follow BI UK on Twitter: http://bit.ly/1Nz3jG3
Follow BI UK On Facebook: http://bit.ly/1VWDkiy
Read more: http://uk.businessinsider.com/?IR=C

----------------------------------------­­­­----------


Business Insider UK is the largest business news site for British readers and viewers in the UK. Our mission: to tell you all you need to know about the big world around you. The BI UK Video team focuses on business, technology, strategy,  and culture with an emphasis on unique storytelling and data that appeals to the next generation of leaders – the digital generation.",0,00:02:53,News & Politics,"['UK', 'BI', 'Business', 'Original', 'Video', 'Meditation', 'Europe', 'Insider']",NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=75PUjUsGsQQ,Emotional exhaustion
Stress management techniques,https://www.youtube.com/watch?v=jHo2cwuO3dc,How to Manage Stress. Stress Management Tips (in urdu/hindi). Dr Huma Aslam,Psychiatry Clinic,unknown,20189,509,0,43,"in this video doctor, Huma Aslam talks about how to manage stress?

in the first section she talks about what is stress how it is produced and what are the manifestations of the stress. she describes the manifestations of stress both on mind and body. 
stress management is an art that has to be learned. there are various steps to manage stress some basic relaxation exercises.
and the others are advanced therapeutic techniques that are applied but trained professionals psychiatrists or psychologists.
tension headache is one of the common manifestations of stress. 
other bodily manifestations of the stress or decrease sleep, fatigue, lethargy, body pains
how to get rid of stress
how to escape from stress
bila waja ki tension
negative thoughts
how to control anger
gussa ki wajohat


اس ویڈیو میں ڈاکٹر ہوں اسلم بات کر رہی ہیں کہ اسٹریس کیا ہوتا ہے اور اس کو کیسے کم کیا جا سکتا ہے۔ اسٹریس انسانی دماغ میں پیدا ہونے والی خاص قسم کی تبدیلیوں کا نام ہے۔اس کی وجوہات بہت ساری ہو سکتی ہیں۔کچھ وجوہات نفسیاتی ہوتی ہیں ہیں جیسے سے لڑائی جھگڑا یا بے روزگاری یا نوکری سے نکالے جانے۔کچھ وجوہات جسمانی ہوتی ہیں جیسے اگر کوئی آدمی بیمار ہو جائے۔
اسی طرح سٹریس کا اثر بھی ذہن اور جسم دونوں پر ہوتا ہے۔بہن پر جو اثرات آتے ہیں وہ ہے اداس رہنا اتنا پریشان رہنا یا بات بات پر غصہ آنا یا منفی سوچوں کا ذہن سے نہ نکلنا۔اور اسی طرح جسم پر جو اثرات آتے ہیں اس میں شامل ہے جسمانی کمزوری سر درد بھوک کا نہ لگنا۔ نیند کا اچھا نہ آنا انا وزن کم ہو جانا۔
اسٹریس کو کم کیسے کیا جائے تو جاننے کے لیے ہماری اس ویڈیو کو پورا دیکھا جائے۔

https://psychiatryclinic.org
facebook.com/psychiatryclinic1

#stress_management
#strss
#dr_huma_aslam
#psychiatry_clinic
#mental_health
#best_psychaitrist",0,00:12:30,People & Blogs,"['what is stress', 'stress management', 'dr huma aslam', 'stress management tips', 'physical effects of stres', 'what are the effects of stress', 'how to manage stress', 'how to relieve tension', 'negative thoughts', 'mental health', 'mental health awareness', 'stress ka ilaj', 'tension ka ilaj', 'tension kesay kam ho ho sakti ha', 'relaxation techniques', 'stress management techniques']",NA,youtube,NA,Stress management techniques_https://www.youtube.com/watch?v=jHo2cwuO3dc,Emotional exhaustion
