Search_Term,Video_URL,Video_Title,Channel_Name,Total_Subscribers,Total_Views,Total_Likes,Total_Dislikes,Total_Comments,Video_Description,Total_times_User_added_to_favorites,Video_Length,Video_Category,Video_Tags,Age_Restrictions,License,Captions_Available,search_term_video_url,domain,Relevant,Owner,Comments
Building emotional resilience,https://www.youtube.com/watch?v=Lsd5oDUpDjc,Emotional Resiliency & Mental Toughness,SEALFIT,0,592942,9839,0,195,"Website: https://www.sealfit.com
Facebook: https://www.facebook.com/sealfit
Twitter: https://twitter.com/SEALFIT
Instagram: http://instagram.com/sealfit",0,0:04:24,Sports,"['Masterty Program', 'SealFit Youtube Vignettes', 'UTE', 'Crossfit', 'champions', 'affiliate', 'kokoro', 'hell week', 'sealfit', 'hackspack', 'seal', 'United States Navy SEALs', 'fitness', 'endurance', 'crucible', 'exercise', 'athletes', 'pro', 'SEALFIT', 'crossfit', 'mark divine', 'health', 'Weight', 'Weight Training (Hobby)', 'Body', 'Muscle', 'Workout', 'training', 'Bodybuilding', 'Gym', 'Mark', 'Navy SEALs', 'SEALFit', 'Mark Divine', 'workouts', 'Navy', 'Military', 'Mental Toughness', 'Kokoro', 'mind body and spirit', 'self enhancement', 'unbeatable mind', 'performance', 'SEAL Training', 'bloopers']",,youtube,,Building emotional resilience_https://www.youtube.com/watch?v=Lsd5oDUpDjc,Emotional exhaustion,Yes,Akash,
Building emotional resilience,https://www.youtube.com/watch?v=gF8uzDcbXj4,20 Minute Guided Meditation to Build Emotional Resilience | Experience Inner Peace and Clarity,The Mindful Movement,unknown,254835,4183,0,155,"In challenging and uncertain times, building emotional resilience is more important than ever.  This quality can be thought of as the ability to respond to stressful experiences with a level of calmness and clarity.  Emotional resilience makes you more likely to not be rattled and thrown off the track of your desired way of living. Today’s meditation will help cultivate the powerful quality of emotional resilience.

Meditation was written by Les Raymond and read by Sara Raymond
Music: Celestial Light by Christopher Lloyd Clarke from www.enlightenedaudio.com

Do not listen while driving. Meditation and mindful movement are powerful tools to support you. This is not a substitute for medical care. Consult a doctor or trusted health professional if needed.
---------------------------------------------
RESOURCES:
MEMBERS OASIS: Unlimited access to all AD FREE Mindful Movement Content
https://www.themindfulmovementcourses.com/pricing
RECORDINGS: Purchase your favorite recordings from the Mindful Movement for download
https://themindfulmovement.com/recordings-store/
---------------------------------------------
Free Programs
21 day Movement and Meditation Commitment Program.  Start NOW! https://www.themindfulmovementcourses.com/21day-commitment
7-day Foundations of Meditation Course: https://www.themindfulmovementcourses.com/
 ---------------------------------------------
Workshops & Courses
Six Week Move and Meditate for Self-Care Program: https://www.themindfulmovementcourses.com/offer-page
BUILD SELF-WORTH: https://www.themindfulmovementcourses.com/self-worth
RELEASE ANXIETY: https://www.themindfulmovementcourses.com/Anxiety-course
REGAIN CONFIDENCE:  https://www.themindfulmovementcourses.com/Building-Confidence
HEALING HYPNOTHERAPY: https://www.themindfulmovementcourses.com/healing-hypnotherapy
---------------------------------------------
1:1 Sessions
PERSONALIZED HYPNOTHERAPY with Sara:  
https://www.themindfulmovementcourses.com/90-minute-session 
PERSONALIZED EXERCISE AND LIFESTYLE PROGRAM DESIGN with Les: https://www.themindfulmovementcourses.com/1-1-coaching-with-les
---------------------------------------------
MORE FROM THE MINDFUL MOVEMENT:
🙏 The Mindful Movement is happy to provide these meditations, podcasts, and videos free of charge. We don't ask for anything in return but if you wish to make a donation, please know that whatever you offer will be received with much gratitude. http://themindfulmovement.com/donations/
 
Connect with The Mindful Movement community of like-minded people on Facebook.  https://www.facebook.com/themindfulmovementpodcast/
 
And on Instagram https://www.instagram.com/themindfulmovementpodcast/
#meditation #emotions #resilience",0,0:20:05,Howto & Style,"['intentional living', 'self-awareness', 'mindfulness', 'mindful', 'mindful movement', 'meditation', 'compassion', 'the power of now', 'guided mindfulness meditation', 'guided meditation', 'mindfulness exercise', 'meditation practice', 'meditation techniques', 'self awareness', 'sara raymond', 'awaken to life', '20 minute meditation', 'emotional intelligence', 'open heart', 'emotions', 'open your heart', 'positive meditation', 'suppressed emotions', 'heart meditation', 'emotional healing', 'emotional resilience']",,youtube,,Building emotional resilience_https://www.youtube.com/watch?v=gF8uzDcbXj4,Emotional exhaustion,Yes,Akash,
Building emotional resilience,https://www.youtube.com/watch?v=Q7vYuKvpneM,From stress to resilience  | Raphael Rose | TEDxManhattanBeach,TEDx Talks,unknown,249514,4061,0,117,"Facing stress in our lives is an integral component of being more resilient, says Raphael Rose. In his research for NASA, Raphael finds that accepting and even welcoming stress helps us become more resilient, leading to a more meaningful, joyful, and socially connected life. 
 Clinical Psychologist This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",0,0:12:56,Nonprofits & Activism,"['TEDxTalks', 'English', 'Health', 'Achievement', 'Body', 'Compassion', 'Connection', 'Humor', 'Life', 'Medicine', 'Personal growth', 'Positive Thinking', 'Psychology', 'Recovery', 'Relationships', 'Science', 'Struggle']",,youtube,,Building emotional resilience_https://www.youtube.com/watch?v=Q7vYuKvpneM,Emotional exhaustion,Yes,Akash,
Building emotional resilience,https://www.youtube.com/watch?v=dzyZXdl0vok,How to build resilience as your superpower | Denise Mai | TEDxKerrisdaleWomen,TEDx Talks,unknown,54723,1427,0,23,"The key to happiness, success, and ultimately, survival, is resilience. But what does it mean to be truly resilient? In her talk, Denise shares with us how we can build resilience as a superpower.
 Denise Mai is a Canadian real estate & stock investor, business entrepreneur & the founder of Denise Mai Personal Real Estate Corporation. She has over 15 years of professional sales experience, having worked in 2 Fortune 500 companies, before becoming an award-winning realtor. Denise has been in real estate since 2010, and is a top 1% Vancouver agent making the Top 10% Medallion Club Realtor consecutively. She focuses and strives on customer service and satisfaction. With multiple investments across greater Vancouver, her goal is to help others achieve financial freedom through her own personal knowledge of investing & real estate. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",0,0:11:55,Nonprofits & Activism,"['TEDxTalks', 'English', 'Life', 'Career', 'Life Development', 'Personal growth']",,youtube,,Building emotional resilience_https://www.youtube.com/watch?v=dzyZXdl0vok,Emotional exhaustion,Yes,Akash,
Building emotional resilience,https://www.youtube.com/watch?v=OpwC5ztY-3c,How to be Mentally Tough - 5 Proven Ways to Build Resilience,The Life Formula,unknown,41096,1043,0,50,"How to be Mentally Tough - 5 Proven Ways to Build Resilience
When life knocks you down, are you quick to get up or do you find yourself overwhelmed and unable to deal with the situation? If you are in the latter category, don’t worry, you will still be fine. There are many strategies to build mental toughness and being mentally strong is something that can be learned. This video will go over what being mentally tough is and 5 ways to be more resilient or mentally tougher or mentally strong. 

Link to article: https://positivepsychology.com/mentally-strong/

Subscribe for more self improvement content: https://www.youtube.com/channel/UCBWp-UuN3oN4hGlNFhgAjjg?sub_confirmation=1

Share this video with a friend:
https://youtu.be/OpwC5ztY-3c

If you are interested in online courses check out these courses by my friend Practical Psychology: 
Psychology of Attraction: https://practicalpie.com/psychology-of-attraction-jerry/
Psychology of Selling: https://practicalpie.com/psychology-of-selling-jerry/
Psychology of Productivity: https://practicalpie.com/psychology-of-productivity-jerry/
CopywritingKIT: https://practicalpie.com/copywritingkit-jerry/

Gear I use to make the videos: 
Microphone - https://amzn.to/2o71les
Pop filter - https://amzn.to/35UmLfW

Disclosure:  
These links help support the channel in a way that does not cost you anything extra. If you buy something through those links, it won't cost you a penny more but I will get a small commission.

Vectors from Freepik
Royalty free music from Bensound",0,0:05:18,Education,"['how to be mentally tough', 'how to be mentally tougher', 'how to be mentally tough in sports', 'how to be mentally strong', 'how to be mentally strong in life', 'how to be mentally stronger', 'how to build mental toughness', 'how to be tougher', 'mental toughness']",,youtube,,Building emotional resilience_https://www.youtube.com/watch?v=OpwC5ztY-3c,Emotional exhaustion,Yes,Akash,
Building emotional resilience,https://www.youtube.com/watch?v=G_JAX2KwJlo,How To Become More Emotionally Resilient,Live On Purpose TV,unknown,15483,630,0,40,"Resilience is the ability to bounce back from challenges and bumps in the road and as a positive psychologist, it is my pleasure to help you adapt this trait. Here are the 2 factors you need to understand and 2 steps that can help build you emotional resilience.

Watch and Enjoy!
Dr. Paul Jenkins


For a FREE digital copy of my mini-book, Portable Positivity, visit this link: 
https://bit.ly/2PoIDam

LINKS & RESOURCES:
========================
Website: http://www.drpauljenkins.com/
Books & CD’s: http://drpauljenkins.com/products/
The Parenting Power-up Audio Course: http://parentingpowerup.com/
Free digital copy of Portable Positivity: https://bit.ly/2PoIDam

MUSIC
========================
Track: Kisma - We Are [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/WfluodjOkOk
Licensed under Creative Commons — Attribution 3.0

========================
Video by Nate Woodbury
BeTheHeroStudios.com
http://YouTube.com/NateWoodburyHero

#LiveOnPurpose
#PositiveParenting",0,0:10:24,Education,"['how to be resilient', 'how to have resilience', 'how to become more emotionally resilient', 'Dr. Paul', 'Dr. Paul jenkins', 'Live On Purpose', 'Live On Purpose TV']",,youtube,,Building emotional resilience_https://www.youtube.com/watch?v=G_JAX2KwJlo,Emotional exhaustion,Yes,Akash,
Building emotional resilience,https://www.youtube.com/watch?v=UqB5OHVwRY8,Resilience & Emotional Intelligence,NGO House to Grow,unknown,10920,98,0,4,"Online Unleash your full potential with emotional intelligence. Start learning now:  https://www.housetogrow.org/emotional-intelligence

There are real health and wellness benefits for being resilient. It's something worth striving for, if you aren't already that way. Importantly, resilience is a learnable skill. Most anyone can become more emotionally resilient if they work at it.

Growing in emotional resilience requires that you work towards greater self-knowledge. It is important, for example, that you to learn to identify how you react in emotional situations. Becoming aware of how you react when stressed helps you gain better control over those reactions. A good framework to help guide you towards becoming more aware of your emotions is something called Emotional Intelligence.",0,0:02:30,Nonprofits & Activism,[],,youtube,,Building emotional resilience_https://www.youtube.com/watch?v=UqB5OHVwRY8,Emotional exhaustion,Yes,Akash,
Building emotional resilience,https://www.youtube.com/watch?v=3n9DIUX0Ij0,How to build emotional resilience | London Business School,London Business School,unknown,9382,178,0,1,"Adjunct Professor Richard Jolly shares his top tips for building emotional resilience, maintaining the courage to live the life you want, and avoiding executive burnout.

Find out more about the Leadership Institute at LBS: 
http://bit.ly/2kJ36HM

Subscribe on YouTube: http://bit.ly/lbsyoutube
Follow on Twitter: http://twitter.com/lbs",0,0:04:00,Education,"['London Business School', 'Richard Jolly', 'emotional resilience', 'Leadership Institute', 'leadership']",,youtube,,Building emotional resilience_https://www.youtube.com/watch?v=3n9DIUX0Ij0,Emotional exhaustion,Yes,Akash,
Building emotional resilience,https://www.youtube.com/watch?v=zRVR-3o3FxI,Guy Winch: Building Emotional Resilience,The Aspen Institute,unknown,7865,83,0,1,"Featuring Guy Winch, PhD, a licensed psychologist, keynote speaker and author of several books including most recently, “How to Fix a Broken Heart,” in conversation with Pam Belluck, health and science writer for The New York Times. His TED Talks, “Why We All Need to Practice Emotional First Aid” and “How to Fix a Broken Heart,” have been viewed more than 18 million times. Winch examines how we deal with common experiences like loneliness, failure, and heartbreak. Why do we downplay these psychological injuries? How have we come to value the body over the mind? Join us as Winch gives us the tools we need to build emotional hygiene and resilience.",0,1:01:42,News & Politics,[],,youtube,,Building emotional resilience_https://www.youtube.com/watch?v=zRVR-3o3FxI,Emotional exhaustion,No,Akash,
Building emotional resilience,https://www.youtube.com/watch?v=lGEESRLmoNg,5 Tips for Developing Emotional Resilience,Speak First - acquired by Lepaya,unknown,5148,131,0,5,"Gabby Maguire, trainer and coach, shares some practical tips to develop emotional resilience.",0,0:06:56,Education,[],,youtube,,Building emotional resilience_https://www.youtube.com/watch?v=lGEESRLmoNg,Emotional exhaustion,Yes,Akash,
Building positive relationships,https://www.youtube.com/watch?v=4sGBOMiR0gc,Jordan Peterson - The Key to Healthy Relationships,Bite-sized Philosophy,unknown,514876,14622,0,210,"original source: https://www.youtube.com/watch?v=EN2lyN7rM4E
Psychology Professor Dr. Jordan B. Peterson explains the importance of rewarding good behavior and the challenge of acknowledging it when everything goes right.

Dr. Peterson's new book is available for pre-order: 
12 Rules for Life: An Antidote to Chaos: http://amzn.to/2yvJf9L

If you want to support Dr. Peterson, here is his Patreon:
https://www.patreon.com/jordanbpeterson

Check out Jordan Peterson's Self Authoring Program, a powerful tool to sort yourself out:
http://bit.ly/selfAuth     (Official affiliate link for Bite-sized Philosophy)",0,0:04:09,Education,"['Jordan Peterson', 'Maps of Meaning', 'relationships', 'parenting', 'Psychology', 'relationship advice']",,youtube,,Building positive relationships_https://www.youtube.com/watch?v=4sGBOMiR0gc,Depersonalization,Yes,Akash,
Building positive relationships,https://www.youtube.com/watch?v=wtNOq1Bwtt4,How to Build Trust and Relationships,Litmos Heroes,unknown,362881,2064,0,44,"Learn some very simple tricks on how to build trust and relationships, based on the teachings of Dale Carnegie and his best selling book ‘How to Win Friends and Influence People’. 

www.learningheroes.com",0,0:03:09,People & Blogs,[],,youtube,,Building positive relationships_https://www.youtube.com/watch?v=wtNOq1Bwtt4,Depersonalization,Yes,Akash,
Building positive relationships,https://www.youtube.com/watch?v=Hp2sFr5grNU,Principles For Building Relationships | Dr. Myles Munroe,Munroe Global,unknown,314750,6553,0,224,"Download The Munroe Global App NOW!!!
APPLE APP STORE - https://bit.ly/MGAppleStore
GOOGLE PLAY STORE - https://bit.ly/MGGooglePlayStore
WEBSITE - https://munroeglobalmedia.com

This teaching is from the series entitled Relationship Principles, available exclusively on our Munroe Global Media app and website.

Relationship Principles Titles:

1. Principles For Building Relationships
2. Foundational Principles For Male and Female Relationships

#drmylesmunroe #mylesmunroe",0,0:44:54,People & Blogs,"['myles munroe', 'dr myles munroe', 'munroe', 'myles', 'munroe global', 'motivational', 'inspirational', 'motivation', 'inspiration', 'kingdom', 'leadership', 'purpose', 'character', 'speaker', 'author', 'consultant', 'bahamas', 'nassau bahamas', 'the bahamas', 'food for thought', 'educational', 'learning', 'self help', 'personal development', 'album', 'speakers', 'teach me', 'planning and change', 'crisis', 'Azusa', 'conference', 'global', 'teaching', 'ruth munroe', 'charisa munroe', 'mylesjr', 'myles munroe jr', 'next generation', 'the legacy of purpose', 'legacy', 'prayer', 'success']",,youtube,,Building positive relationships_https://www.youtube.com/watch?v=Hp2sFr5grNU,Depersonalization,Yes,Akash,
Building positive relationships,https://www.youtube.com/watch?v=51_bSeKR_tk,Developing Boundaries in Healthy Relationships,Doc Snipes,unknown,207461,0,0,280,"Dr. Dawn-Elise Snipes is a Licensed Professional Counselor and Qualified Clinical Supervisor.  She received her PhD in Mental Health Counseling from the University of Florida in 2002.  In addition to being a practicing clinician, she has provided training to counselors, social workers, nurses and case managers internationally since 2006 through AllCEUs.com Learn about boundaries signs of violations and how to maintain them. Summarize the characteristics of healthy relationships
📢SUBSCRIBE and click the BELL to get notified when new videos are uploaded. 
💲 EARN CEUs https://www.allceus.com/member/cart/index/product/id/366/c/ 
Unlimited CEUs $59 based on these videos at allceus.com for social work, counseling, marriage and family therapy, addiction counseling, case management, pastoral counseling and more.
Join this channel to get access to perks:
https://www.youtube.com/channel/UCAE3JJi8tX7gfhZEXCUGd_A/join
#boundaries #healthyrelationships #counselingtechniques

Please SUBSCRIBE and click the BELL to be notified when we release new videos and when Dr. Dawn Elise Snipes is going live each month.  Access additional benefits by JOINING here https://www.youtube.com/channel/UCAE3JJi8tX7gfhZEXCUGd_A/join 


Sponsored by TherapyNotes.com
Manage your practice securely and efficiently. Two free months of TherapyNotes with coupon code “CEU”

Secure email provided by https://www.protonmail.com
Developing Healthy Relationships
Dr. Dawn-Elise Snipes PhD, LPC-MHSP
Executive Director: AllCEUs Counselor Education
Objectives
 Describe the characteristics of healthy relationships
 Learn about boundaries signs of violations and how to maintain them
Boundaries
 Boundaries help people live authentically, respecting their feelings, needs and wants
 Boundaries are:
 Physical
 Affective
 Cognitive
 Environmental
 Relational
 To develop effective boundaries, you need to be clear with your partner who you are, what you want, your beliefs and values, and your limit
Healthy Vs. Unhealthy Boundaries: Physical
Healthy Vs. Unhealthy Boundaries: Affective
Healthy Vs. Unhealthy Boundaries: Cognitive
Healthy Vs. Unhealthy Boundaries: Environmental
Healthy Vs. Unhealthy Boundaries: Relational
Summary
 Characteristics of Healthy Relationships
 Trust
 Respect of the person and boundaries
 Honesty
 Independence
 Attention
 Awareness
 Understanding / Perspective Taking
 Self Confidence
 No jealousy of the other person
 Not using the person for your sole source of validation
 Personal responsibility for own happiness and behaviors
 Balance / Reciprocity
Summary
 Characteristics of Healthy Relationships
 Caring / Compassion
 Commitment
 Communication 
 Assertiveness
 Conflict Management
 No mind reading
 Compromise / Flexibility
 Acceptance of individuality and differences

#relationshipskills #healthyrelationships #interpersonalskills

AllCEUs provides multimedia counselor education and CEUs for LPCs, LMHCs, LMFTs and LCSWs as well as addiction counselor precertification training and continuing education.
Live, Interactive Webinars ($5)
Unlimited Counseling CEs for $59 
Specialty Certificates starting at $89 including Addiction Counselor, RecoveryCoach, Pee rSupport Specialist, Trauma Informed Care, BHT, Etherapy

AllCEUs courses for counselor continuing education are accepted in most states because we are an approved education provider for NAADAC, the States of Florida and Texas Boards of Social Work and Mental Health/Professional Counseling, the California Consortium for Addiction Professionals and Professions, the Australian Counselling Association CRCC,  Canadian Counselling and Psychotherapy Association and more.

Dr Dawn Elise Snipes  provides training through AllCEUs.com that are helpful for LPC CEUs LMHC CEUs LCPC CEUs LSW CEUs LCSW CEUs LMFTCEUs CRC CEUs LADC CEUs CADC CEUs MAC CEUs MCAP CEUs NCC CEUS  LCDC CEUs CPRS CEUs CTRS CEUs and HPCSA ACA #NBCC counsellors needing counselling continuing education counseling continuing education ceus for social workers social work ceus addiction counselor training  counseling ceus continuing education training
 NCMHCE  addiction treatment,  addiction recover,y mental health, anxiety relief, depression, motivation, mental health awareness, addiction awareness and integrated behavioral health approaches to treatment   CEbroker  CE broker @cebroker   lpc ceus   lmhc ceus   lcsw ceus mental health  mental illness

TIMESTAMPS
00:00 Intro
01:05 What are personal boundaries 5 types of boundaries
42:35 Boundary Activity
55:05 Summary and Characteristics of Healthy Relationships",0,1:05:46,Education,"['ADACB', 'cadc', 'ccapp', 'ccdc', 'ladc', 'naadac', 'nbcc', 'online ceu', 'Dawn Elise Snipes', 'Cheap CEUs', 'allceus', 'unlimited ceus', 'crcc', 'lcsw ceus', 'lcdc ceus', 'lmft ceus', 'lmhc ceus', 'ce broker', 'addiction ceus', 'rsw cpd', 'LADC CEU', 'MAC CEU', 'counselling ceus', 'mental health', 'ACA CPDs', 'CPDs for psychologists', 'LADC CEUs', 'Relationships', 'Healthy Relationships', 'boundaries', 'boundaries in relationships', 'communication in relationships', 'lpc ceus', 'donnelly snipes', 'relationship skills']",,youtube,,Building positive relationships_https://www.youtube.com/watch?v=51_bSeKR_tk,Depersonalization,Yes,Akash,
